,Event_Number,Ini_E[MeV],Ini_X[cm],Ini_Y[cm],Ini_Z[cm],Ini_Theta,Ini_Phi,Number_of_hits
1810,3,18.9,18.15,-96.9,5.33537,,,finHit
1811,4,44.1,42.35,-13.2,10.726,,,finHit
1812,4,6.3,-6.05,-13.2,6.98889,,,finHit
1813,65,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1814,1,6.3,6.05,-187.3,1.06602,,,finHit
1815,2,6.3,6.05,-134.8,3.02328,,,finHit
1816,3,6.3,6.05,-96.9,4.31206,,,finHit
1817,4,6.3,6.05,-13.2,7.31664,,,finHit
1818,66,178.0,1.0,1.0,-220.0,0.0,0.0,2.0
1819,1,6.3,6.05,-187.3,1.09064,,,finHit
1820,4,6.3,6.05,-13.2,7.39219,,,finHit
1821,67,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1822,1,6.3,6.05,-187.3,1.11017,,,finHit
1823,2,6.3,6.05,-134.8,3.03094,,,finHit
1824,3,6.3,6.05,-96.9,4.45634,,,finHit
1825,4,6.3,18.15,-13.2,7.73561,,,finHit
1826,68,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1827,1,6.3,6.05,-187.3,1.0963,,,finHit
1828,3,6.3,6.05,-96.9,4.34827,,,finHit
1829,4,6.3,18.15,-13.2,7.88381,,,finHit
1830,69,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1831,1,6.3,6.05,-187.3,1.06485,,,finHit
1832,2,6.3,6.05,-134.8,2.93987,,,finHit
1833,3,6.3,6.05,-96.9,4.30894,,,finHit
1834,4,6.3,6.05,-13.2,7.4311,,,finHit
1835,70,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1836,1,6.3,6.05,-187.3,1.13444,,,finHit
1837,2,6.3,6.05,-134.8,2.90578,,,finHit
1838,3,6.3,6.05,-96.9,4.2174,,,finHit
1839,71,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1840,1,6.3,6.05,-187.3,1.15685,,,finHit
1841,2,6.3,6.05,-134.8,3.07101,,,finHit
1842,3,6.3,6.05,-96.9,4.3961,,,finHit
1843,4,6.3,6.05,-13.2,7.37526,,,finHit
1844,72,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1845,1,6.3,6.05,-187.3,1.09526,,,finHit
1846,2,6.3,6.05,-134.8,3.02205,,,finHit
1847,3,6.3,6.05,-96.9,4.23509,,,finHit
1848,73,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1849,1,6.3,6.05,-187.3,1.13837,,,finHit
1850,2,6.3,6.05,-134.8,3.05707,,,finHit
1851,3,6.3,6.05,-96.9,4.46959,,,finHit
1852,74,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1853,1,6.3,6.05,-187.3,1.01264,,,finHit
1854,2,6.3,-6.05,-134.8,2.87622,,,finHit
1855,3,6.3,-6.05,-96.9,4.15701,,,finHit
1856,4,-6.3,-6.05,-13.2,7.30378,,,finHit
1857,75,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1858,1,6.3,6.05,-187.3,1.20945,,,finHit
1859,3,-6.3,6.05,-96.9,4.28981,,,finHit
1860,4,-6.3,6.05,-13.2,7.38196,,,finHit
1861,76,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1862,1,6.3,6.05,-187.3,1.09364,,,finHit
1863,2,6.3,6.05,-134.8,2.84361,,,finHit
1864,3,-6.3,6.05,-96.9,4.36883,,,finHit
1865,77,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1866,1,6.3,6.05,-187.3,1.12748,,,finHit
1867,2,6.3,6.05,-134.8,2.8606,,,finHit
1868,4,-6.3,-6.05,-13.2,7.26612,,,finHit
1869,78,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1870,1,6.3,6.05,-187.3,1.17228,,,finHit
1871,2,-6.3,-6.05,-134.8,2.83166,,,finHit
1872,3,-6.3,-6.05,-96.9,4.39531,,,finHit
1873,4,-6.3,-6.05,-13.2,7.56599,,,finHit
1874,79,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1875,1,6.3,6.05,-187.3,1.03204,,,finHit
1876,4,-6.3,6.05,-13.2,7.12019,,,finHit
1877,4,6.3,-6.05,-13.2,7.61299,,,finHit
1878,80,178.0,1.0,1.0,-220.0,0.0,0.0,2.0
1879,1,6.3,6.05,-187.3,1.14828,,,finHit
1880,4,-6.3,-6.05,-13.2,7.20783,,,finHit
1881,81,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1882,1,6.3,6.05,-187.3,1.07801,,,finHit
1883,2,-6.3,6.05,-134.8,3.00183,,,finHit
1884,3,-6.3,6.05,-96.9,4.33506,,,finHit
1885,4,-6.3,6.05,-13.2,7.56906,,,finHit
1886,82,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1887,1,6.3,6.05,-187.3,1.06101,,,finHit
1888,2,6.3,6.05,-134.8,2.84188,,,finHit
1889,3,6.3,6.05,-96.9,4.11529,,,finHit
1890,4,-6.3,6.05,-13.2,7.37801,,,finHit
1891,83,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1892,1,6.3,6.05,-187.3,1.12769,,,finHit
1893,2,6.3,-6.05,-134.8,2.9242,,,finHit
1894,3,6.3,-6.05,-96.9,4.32368,,,finHit
1895,4,6.3,-6.05,-13.2,7.27966,,,finHit
1896,84,178.0,1.0,1.0,-220.0,0.0,0.0,2.0
1897,1,6.3,6.05,-187.3,1.15704,,,finHit
1898,4,-6.3,30.25,-13.2,8.76963,,,finHit
1899,85,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1900,1,6.3,6.05,-187.3,1.17853,,,finHit
1901,2,6.3,6.05,-134.8,2.85289,,,finHit
1902,4,18.9,-6.05,-13.2,7.58655,,,finHit
1903,86,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1904,1,6.3,6.05,-187.3,1.1273,,,finHit
1905,2,6.3,6.05,-134.8,2.91051,,,finHit
1906,3,6.3,6.05,-96.9,4.23127,,,finHit
1907,4,6.3,-6.05,-13.2,7.47258,,,finHit
1908,87,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1909,1,6.3,6.05,-187.3,1.09607,,,finHit
1910,2,6.3,-6.05,-134.8,2.82601,,,finHit
1911,3,-6.3,-6.05,-96.9,4.21794,,,finHit
1912,88,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1913,1,6.3,6.05,-187.3,1.08056,,,finHit
1914,2,6.3,6.05,-134.8,2.90195,,,finHit
1915,3,6.3,-6.05,-96.9,4.24634,,,finHit
1916,4,6.3,-6.05,-13.2,7.29891,,,finHit
1917,89,178.0,1.0,1.0,-220.0,0.0,0.0,6.0
1918,1,6.3,6.05,-187.3,1.0754,,,finHit
1919,2,6.3,-6.05,-134.8,2.91562,,,finHit
1920,3,6.3,-6.05,-96.9,4.23076,,,finHit
1921,4,18.9,-6.05,-13.2,7.91775,,,finHit
1922,2,-6.3,18.15,-134.8,4.19406,,,finHit
1923,2,18.9,-18.15,-134.8,4.18695,,,finHit
1924,90,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1925,1,6.3,6.05,-187.3,1.13682,,,finHit
1926,2,6.3,6.05,-134.8,2.95226,,,finHit
1927,3,6.3,6.05,-96.9,4.34012,,,finHit
1928,4,6.3,6.05,-13.2,7.37014,,,finHit
1929,91,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1930,1,6.3,6.05,-187.3,1.13657,,,finHit
1931,2,6.3,6.05,-134.8,2.91015,,,finHit
1932,3,-6.3,6.05,-96.9,4.31086,,,finHit
1933,4,-6.3,6.05,-13.2,6.9966,,,finHit
1934,92,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1935,1,6.3,6.05,-187.3,1.11013,,,finHit
1936,2,6.3,6.05,-134.8,2.87815,,,finHit
1937,3,-6.3,6.05,-96.9,4.34823,,,finHit
1938,4,6.3,6.05,-13.2,7.09251,,,finHit
1939,93,178.0,1.0,1.0,-220.0,0.0,0.0,2.0
1940,1,6.3,6.05,-187.3,1.12996,,,finHit
1941,4,6.3,-6.05,-13.2,7.39164,,,finHit
1942,94,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1943,1,6.3,6.05,-187.3,1.10578,,,finHit
1944,2,-6.3,6.05,-134.8,2.91872,,,finHit
1945,3,-6.3,6.05,-96.9,4.25596,,,finHit
1946,95,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1947,1,6.3,6.05,-187.3,1.07872,,,finHit
1948,2,6.3,6.05,-134.8,2.8326,,,finHit
1949,3,6.3,6.05,-96.9,4.19564,,,finHit
1950,96,178.0,1.0,1.0,-220.0,0.0,0.0,2.0
1951,1,6.3,6.05,-187.3,1.13289,,,finHit
1952,4,-6.3,-6.05,-13.2,7.29527,,,finHit
1953,97,178.0,1.0,1.0,-220.0,0.0,0.0,9.0
1954,1,6.3,6.05,-187.3,1.10231,,,finHit
1955,2,6.3,-6.05,-134.8,3.09049,,,finHit
1956,3,6.3,-6.05,-96.9,4.22786,,,finHit
1957,4,-31.5,-6.05,-13.2,8.61922,,,finHit
1958,2,6.3,6.05,-134.8,2.93518,,,finHit
1959,3,6.3,6.05,-96.9,4.3669,,,finHit
1960,4,18.9,6.05,-13.2,7.61989,,,finHit
1961,3,18.9,-6.05,-96.9,5.18609,,,finHit
1962,4,69.3,-18.15,-13.2,11.0154,,,finHit
1963,98,178.0,1.0,1.0,-220.0,0.0,0.0,2.0
1964,1,6.3,6.05,-187.3,1.13107,,,finHit
1965,3,-6.3,6.05,-96.9,4.26919,,,finHit
1966,99,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1967,1,6.3,6.05,-187.3,1.1065,,,finHit
1968,2,6.3,6.05,-134.8,2.92709,,,finHit
1969,3,6.3,6.05,-96.9,4.34496,,,finHit
1970,4,6.3,6.05,-13.2,7.44446,,,finHit
1971,100,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1972,1,6.3,6.05,-187.3,1.13386,,,finHit
1973,3,-6.3,6.05,-96.9,4.30671,,,finHit
1974,4,-6.3,6.05,-13.2,7.13181,,,finHit
1975,1,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1976,1,6.3,6.05,-187.3,11.563,,,finHit
1977,2,6.3,6.05,-134.8,304.832,,,finHit
1978,3,6.3,6.05,-96.9,443.849,,,finHit
1979,4,6.3,-6.05,-13.2,748.818,,,finHit
1980,2,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
1981,1,6.3,6.05,-187.3,115.764,,,finHit
1982,2,6.3,-6.05,-134.8,286.132,,,finHit
1983,3,6.3,-6.05,-96.9,435.004,,,finHit
1984,3,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
1985,1,6.3,6.05,-187.3,114.469,,,finHit
1986,2,6.3,6.05,-134.8,304.733,,,finHit
1987,3,-6.3,6.05,-96.9,442.275,,,finHit
1988,4,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1989,1,6.3,6.05,-187.3,108.762,,,finHit
1990,2,6.3,6.05,-134.8,29.281,,,finHit
1991,3,6.3,6.05,-96.9,413.006,,,finHit
1992,4,18.9,6.05,-13.2,784.537,,,finHit
1993,5,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1994,1,6.3,6.05,-187.3,113.447,,,finHit
1995,2,6.3,-6.05,-134.8,308.738,,,finHit
1996,3,-6.3,-6.05,-96.9,465.266,,,finHit
1997,4,-18.9,-30.25,-13.2,856.812,,,finHit
1998,6,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
1999,1,6.3,6.05,-187.3,116.422,,,finHit
2000,2,6.3,-6.05,-134.8,365.169,,,finHit
2001,3,18.9,-18.15,-96.9,548.959,,,finHit
2002,7,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
2003,1,6.3,6.05,-187.3,105.719,,,finHit
2004,2,-6.3,6.05,-134.8,32.947,,,finHit
2005,4,-6.3,42.35,-13.2,974.491,,,finHit
2006,8,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
2007,1,6.3,6.05,-187.3,117.681,,,finHit
2008,2,6.3,-6.05,-134.8,328.727,,,finHit
2009,3,6.3,-18.15,-96.9,515.002,,,finHit
2010,9,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
2011,1,6.3,6.05,-187.3,114.699,,,finHit
2012,3,-6.3,-6.05,-96.9,413.099,,,finHit
2013,4,6.3,-18.15,-13.2,779.984,,,finHit
2014,10,56.0,1.0,1.0,-220.0,0.0,0.0,2.0
2015,1,6.3,6.05,-187.3,109.583,,,finHit
2016,4,-31.5,18.15,-13.2,86.464,,,finHit
2017,11,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
2018,1,6.3,6.05,-187.3,11.377,,,finHit
2019,2,6.3,6.05,-134.8,312.405,,,finHit
2020,3,6.3,6.05,-96.9,486.098,,,finHit
2021,4,6.3,42.35,-13.2,947.759,,,finHit
2022,12,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
2023,1,6.3,6.05,-187.3,112.971,,,finHit
2024,2,6.3,6.05,-134.8,308.354,,,finHit
2025,3,18.9,-6.05,-96.9,490.962,,,finHit
2026,4,31.5,-6.05,-13.2,902.976,,,finHit
2027,13,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
2028,1,6.3,6.05,-187.3,110.522,,,finHit
2029,2,6.3,-6.05,-134.8,30.618,,,finHit
2030,3,6.3,-6.05,-96.9,459.809,,,finHit
2031,4,6.3,-18.15,-13.2,781.063,,,finHit
2032,14,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
2033,1,6.3,6.05,-187.3,107.953,,,finHit
2034,2,6.3,-6.05,-134.8,295.253,,,finHit
2035,3,6.3,-6.05,-96.9,422.437,,,finHit
2036,4,6.3,-6.05,-13.2,741.087,,,finHit
2037,15,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
2038,1,6.3,6.05,-187.3,112.896,,,finHit
2039,2,-6.3,-6.05,-134.8,301.417,,,finHit
2040,3,-6.3,-6.05,-96.9,45.652,,,finHit
2041,4,-6.3,-18.15,-13.2,780.325,,,finHit
2042,16,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
2043,1,6.3,6.05,-187.3,119.424,,,finHit
2044,2,6.3,6.05,-134.8,349.697,,,finHit
2045,3,6.3,6.05,-96.9,471.301,,,finHit
2046,4,31.5,-6.05,-13.2,855.907,,,finHit
2047,17,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
2048,1,6.3,6.05,-187.3,115.944,,,finHit
2049,3,-6.3,-6.05,-96.9,448.861,,,finHit
2050,4,-18.9,-6.05,-13.2,797.447,,,finHit
2051,18,56.0,1.0,1.0,-220.0,0.0,0.0,2.0
2052,1,6.3,6.05,-187.3,11.281,,,finHit
2053,3,-6.3,-18.15,-96.9,586.059,,,finHit
2054,19,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
2055,1,6.3,6.05,-187.3,115.343,,,finHit
2056,2,6.3,-6.05,-134.8,333.176,,,finHit
2057,3,18.9,6.05,-96.9,516.373,,,finHit
2058,4,31.5,6.05,-13.2,901.976,,,finHit
2059,20,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
2060,1,6.3,6.05,-187.3,112.653,,,finHit
2061,2,-6.3,-6.05,-134.8,296.431,,,finHit
2062,3,-6.3,-6.05,-96.9,48.183,,,finHit
2063,4,-6.3,-18.15,-13.2,824.828,,,finHit
2064,21,56.0,1.0,1.0,-220.0,0.0,0.0,5.0
2065,1,6.3,6.05,-187.3,105.724,,,finHit
2066,2,6.3,-6.05,-134.8,328.707,,,finHit
2067,3,18.9,-6.05,-96.9,541.356,,,finHit
2068,4,56.7,-6.05,-13.2,102.381,,,finHit
2069,4,44.1,-18.15,-13.2,9.96,,,finHit
2070,22,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
2071,1,6.3,6.05,-187.3,115.672,,,finHit
2072,2,6.3,-6.05,-134.8,330.946,,,finHit
2073,3,31.5,-6.05,-96.9,578.856,,,finHit
2074,23,56.0,1.0,1.0,-220.0,0.0,0.0,2.0
2075,1,6.3,6.05,-187.3,115.052,,,finHit
2076,4,6.3,-6.05,-13.2,694.785,,,finHit
2077,24,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
2078,1,6.3,6.05,-187.3,10.852,,,finHit
2079,2,6.3,6.05,-134.8,337.655,,,finHit
2080,3,6.3,18.15,-96.9,490.801,,,finHit
2081,4,18.9,6.05,-13.2,798.536,,,finHit
2082,25,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
2083,1,6.3,6.05,-187.3,109.085,,,finHit
2084,2,-6.3,6.05,-134.8,33.093,,,finHit
2085,3,-6.3,18.15,-96.9,514.577,,,finHit
2086,4,-6.3,54.45,-13.2,977.307,,,finHit
2087,26,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
2088,1,6.3,6.05,-187.3,106.406,,,finHit
2089,2,6.3,-6.05,-134.8,34.167,,,finHit
2090,3,18.9,-6.05,-96.9,517.963,,,finHit
2091,27,56.0,1.0,1.0,-220.0,0.0,0.0,1.0
2092,1,6.3,6.05,-187.3,117.639,,,finHit
2093,28,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
2094,1,6.3,6.05,-187.3,114.163,,,finHit
2095,2,-6.3,6.05,-134.8,318.002,,,finHit
2096,3,-6.3,6.05,-96.9,464.762,,,finHit
2097,4,-6.3,6.05,-13.2,751.038,,,finHit
2098,29,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
2099,1,6.3,6.05,-187.3,110.855,,,finHit
2100,2,6.3,-6.05,-134.8,288.715,,,finHit
2101,3,6.3,6.05,-96.9,441.224,,,finHit
2102,4,6.3,18.15,-13.2,794.988,,,finHit
2103,30,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
2104,1,6.3,6.05,-187.3,103.563,,,finHit
2105,2,-6.3,-6.05,-134.8,31.244,,,finHit
2106,3,-6.3,-6.05,-96.9,465.397,,,finHit
2107,31,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
2108,1,6.3,6.05,-187.3,118.256,,,finHit
2109,2,-6.3,-6.05,-134.8,29.389,,,finHit
2110,3,-6.3,6.05,-96.9,438.287,,,finHit
2111,4,-6.3,-6.05,-13.2,724.831,,,finHit
2112,32,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
2113,1,6.3,6.05,-187.3,118.434,,,finHit
2114,2,6.3,6.05,-134.8,331.303,,,finHit
2115,3,6.3,6.05,-96.9,481.162,,,finHit
2116,33,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
2117,1,6.3,6.05,-187.3,116.178,,,finHit
2118,3,6.3,-6.05,-96.9,443.482,,,finHit
2119,4,18.9,-18.15,-13.2,825.342,,,finHit
2120,34,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
2121,1,6.3,6.05,-187.3,112.321,,,finHit
2122,2,6.3,18.15,-134.8,407.879,,,finHit
2123,3,6.3,42.35,-96.9,646.618,,,finHit
2124,35,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
2125,1,6.3,6.05,-187.3,115.221,,,finHit
2126,2,-6.3,-6.05,-134.8,306.766,,,finHit
2127,4,18.9,-6.05,-13.2,837.644,,,finHit
2128,36,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
2129,1,6.3,6.05,-187.3,112.183,,,finHit
2130,2,6.3,6.05,-134.8,310.885,,,finHit
2131,3,6.3,6.05,-96.9,441.153,,,finHit
2132,4,-6.3,30.25,-13.2,846.732,,,finHit
2133,37,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
2134,1,6.3,6.05,-187.3,114.512,,,finHit
2135,2,6.3,-6.05,-134.8,31.774,,,finHit
2136,3,-6.3,-6.05,-96.9,461.726,,,finHit
2137,4,-31.5,-30.25,-13.2,937.226,,,finHit
2138,38,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
2139,1,6.3,6.05,-187.3,11.259,,,finHit
2140,2,18.9,-6.05,-134.8,366.233,,,finHit
2141,3,31.5,-6.05,-96.9,591.922,,,finHit
2142,39,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
2143,1,6.3,6.05,-187.3,113.232,,,finHit
2144,2,18.9,6.05,-134.8,360.139,,,finHit
2145,3,18.9,6.05,-96.9,523.442,,,finHit
2146,4,31.5,18.15,-13.2,861.138,,,finHit
2147,40,56.0,1.0,1.0,-220.0,0.0,0.0,5.0
2148,1,6.3,6.05,-187.3,105.181,,,finHit
2149,2,-6.3,6.05,-134.8,303.428,,,finHit
2150,3,6.3,6.05,-96.9,41.481,,,finHit
2151,4,18.9,-30.25,-13.2,881.613,,,finHit
2152,4,-6.3,18.15,-13.2,812.847,,,finHit
2153,41,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
2154,1,6.3,6.05,-187.3,118.693,,,finHit
2155,2,6.3,6.05,-134.8,323.359,,,finHit
2156,3,18.9,6.05,-96.9,564.213,,,finHit
2157,4,44.1,-6.05,-13.2,944.023,,,finHit
2158,42,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
2159,1,6.3,6.05,-187.3,115.058,,,finHit
2160,2,-6.3,6.05,-134.8,365.341,,,finHit
2161,3,-6.3,18.15,-96.9,552.063,,,finHit
2162,43,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
2163,1,6.3,6.05,-187.3,11.723,,,finHit
2164,3,-6.3,6.05,-96.9,457.071,,,finHit
2165,4,-18.9,-6.05,-13.2,807.256,,,finHit
2166,44,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
2167,1,6.3,6.05,-187.3,108.576,,,finHit
2168,2,6.3,18.15,-134.8,366.665,,,finHit
2169,3,-6.3,18.15,-96.9,524.733,,,finHit
2170,4,-18.9,18.15,-13.2,84.174,,,finHit
2171,45,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
2172,1,6.3,6.05,-187.3,117.856,,,finHit
2173,2,-6.3,6.05,-134.8,308.854,,,finHit
2174,4,-6.3,-18.15,-13.2,801.661,,,finHit
2175,46,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
2176,1,6.3,6.05,-187.3,111.585,,,finHit
2177,2,6.3,-6.05,-134.8,294.256,,,finHit
2178,3,-6.3,-6.05,-96.9,447.247,,,finHit
2179,47,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
2180,1,6.3,6.05,-187.3,118.024,,,finHit
2181,2,6.3,-6.05,-134.8,298.891,,,finHit
2182,3,-6.3,-6.05,-96.9,447.609,,,finHit
2183,4,-18.9,-6.05,-13.2,805.294,,,finHit
2184,48,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
2185,1,6.3,6.05,-187.3,10.954,,,finHit
2186,3,6.3,6.05,-96.9,461.096,,,finHit
2187,4,-6.3,30.25,-13.2,864.163,,,finHit
2188,49,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
2189,1,6.3,6.05,-187.3,115.761,,,finHit
2190,2,-6.3,6.05,-134.8,300.675,,,finHit
2191,3,-6.3,6.05,-96.9,44.885,,,finHit
2192,4,6.3,18.15,-13.2,778.275,,,finHit
2193,50,56.0,1.0,1.0,-220.0,0.0,0.0,2.0
2194,1,6.3,6.05,-187.3,119.101,,,finHit
2195,4,-6.3,-30.25,-13.2,852.186,,,finHit
2196,51,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
2197,1,6.3,6.05,-187.3,117.324,,,finHit
2198,2,6.3,6.05,-134.8,321.261,,,finHit
2199,3,6.3,6.05,-96.9,488.498,,,finHit
2200,4,-6.3,30.25,-13.2,869.483,,,finHit
2201,52,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
2202,1,6.3,6.05,-187.3,112.864,,,finHit
2203,2,-6.3,-6.05,-134.8,308.827,,,finHit
2204,3,-6.3,6.05,-96.9,456.288,,,finHit
2205,53,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
2206,1,6.3,6.05,-187.3,108.764,,,finHit
2207,2,6.3,6.05,-134.8,329.141,,,finHit
2208,3,6.3,18.15,-96.9,500.657,,,finHit
2209,4,-6.3,30.25,-13.2,874.658,,,finHit
2210,54,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
2211,1,6.3,6.05,-187.3,10.353,,,finHit
2212,2,6.3,-6.05,-134.8,306.584,,,finHit
2213,3,6.3,-6.05,-96.9,46.332,,,finHit
2214,55,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
2215,1,6.3,6.05,-187.3,102.282,,,finHit
2216,2,6.3,-18.15,-134.8,369.083,,,finHit
2217,3,6.3,-42.35,-96.9,638.569,,,finHit
2218,56,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
2219,1,6.3,6.05,-187.3,112.562,,,finHit
2220,2,6.3,-6.05,-134.8,293.262,,,finHit
2221,3,6.3,6.05,-96.9,44.553,,,finHit
2222,4,18.9,18.15,-13.2,868.421,,,finHit
2223,57,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
2224,1,6.3,6.05,-187.3,121.562,,,finHit
2225,2,-6.3,6.05,-134.8,328.531,,,finHit
2226,3,-6.3,18.15,-96.9,483.357,,,finHit
2227,4,-18.9,18.15,-13.2,818.937,,,finHit
2228,58,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
2229,1,6.3,6.05,-187.3,109.783,,,finHit
2230,2,6.3,6.05,-134.8,323.201,,,finHit
2231,3,6.3,6.05,-96.9,454.458,,,finHit
2232,4,18.9,6.05,-13.2,785.559,,,finHit
2233,59,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
2234,1,6.3,6.05,-187.3,106.781,,,finHit
2235,2,6.3,-6.05,-134.8,344.427,,,finHit
2236,3,18.9,-6.05,-96.9,510.257,,,finHit
2237,4,69.3,18.15,-13.2,11.173,,,finHit
2238,60,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
2239,1,6.3,6.05,-187.3,11.536,,,finHit
2240,2,6.3,-6.05,-134.8,310.108,,,finHit
2241,4,-6.3,42.35,-13.2,929.668,,,finHit
2242,61,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
2243,1,6.3,6.05,-187.3,107.571,,,finHit
2244,2,6.3,6.05,-134.8,306.172,,,finHit
2245,3,6.3,6.05,-96.9,461.666,,,finHit
2246,4,6.3,18.15,-13.2,809.476,,,finHit
2247,62,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
2248,1,6.3,6.05,-187.3,112.698,,,finHit
2249,2,6.3,6.05,-134.8,311.924,,,finHit
2250,3,6.3,6.05,-96.9,459.412,,,finHit
2251,4,44.1,18.15,-13.2,957.147,,,finHit
2252,63,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
2253,1,6.3,6.05,-187.3,112.658,,,finHit
2254,2,-6.3,6.05,-134.8,308.759,,,finHit
2255,3,-6.3,6.05,-96.9,438.119,,,finHit
2256,64,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
2257,1,6.3,6.05,-187.3,108.671,,,finHit
2258,2,-6.3,6.05,-134.8,352.355,,,finHit
2259,4,-6.3,54.45,-13.2,998.229,,,finHit
2260,65,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
2261,1,6.3,6.05,-187.3,104.261,,,finHit
2262,2,6.3,6.05,-134.8,296.165,,,finHit
2263,3,-6.3,-6.05,-96.9,426.444,,,finHit
2264,4,-6.3,-30.25,-13.2,853.954,,,finHit
2265,66,56.0,1.0,1.0,-220.0,0.0,0.0,2.0
2266,1,6.3,6.05,-187.3,109.973,,,finHit
2267,4,-6.3,-30.25,-13.2,871.569,,,finHit
2268,67,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
2269,1,6.3,6.05,-187.3,115.264,,,finHit
2270,2,6.3,6.05,-134.8,320.349,,,finHit
2271,3,18.9,6.05,-96.9,504.051,,,finHit
2272,68,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
