,Event_Number,Ini_E[MeV],Ini_X[cm],Ini_Y[cm],Ini_Z[cm],Ini_Theta,Ini_Phi,Number_of_hits
1520,4,-31.5,-6.05,-13.2,8.61922,,,
1521,2,6.3,6.05,-134.8,2.93518,,,
1522,3,6.3,6.05,-96.9,4.3669,,,
1523,4,18.9,6.05,-13.2,7.61989,,,
1524,3,18.9,-6.05,-96.9,5.18609,,,
1525,4,69.3,-18.15,-13.2,11.0154,,,
1526,98,178.0,1.0,1.0,-220.0,0.0,0.0,2.0
1527,1,6.3,6.05,-187.3,1.13107,,,
1528,3,-6.3,6.05,-96.9,4.26919,,,
1529,99,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1530,1,6.3,6.05,-187.3,1.1065,,,
1531,2,6.3,6.05,-134.8,2.92709,,,
1532,3,6.3,6.05,-96.9,4.34496,,,
1533,4,6.3,6.05,-13.2,7.44446,,,
1534,100,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1535,1,6.3,6.05,-187.3,1.13386,,,
1536,3,-6.3,6.05,-96.9,4.30671,,,
1537,4,-6.3,6.05,-13.2,7.13181,,,
1538,1,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1539,1,6.3,6.05,-187.3,11.563,,,
1540,2,6.3,6.05,-134.8,304.832,,,
1541,3,6.3,6.05,-96.9,443.849,,,
1542,4,6.3,-6.05,-13.2,748.818,,,
1543,2,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
1544,1,6.3,6.05,-187.3,115.764,,,
1545,2,6.3,-6.05,-134.8,286.132,,,
1546,3,6.3,-6.05,-96.9,435.004,,,
1547,3,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
1548,1,6.3,6.05,-187.3,114.469,,,
1549,2,6.3,6.05,-134.8,304.733,,,
1550,3,-6.3,6.05,-96.9,442.275,,,
1551,4,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1552,1,6.3,6.05,-187.3,108.762,,,
1553,2,6.3,6.05,-134.8,29.281,,,
1554,3,6.3,6.05,-96.9,413.006,,,
1555,4,18.9,6.05,-13.2,784.537,,,
1556,5,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1557,1,6.3,6.05,-187.3,113.447,,,
1558,2,6.3,-6.05,-134.8,308.738,,,
1559,3,-6.3,-6.05,-96.9,465.266,,,
1560,4,-18.9,-30.25,-13.2,856.812,,,
1561,6,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
1562,1,6.3,6.05,-187.3,116.422,,,
1563,2,6.3,-6.05,-134.8,365.169,,,
1564,3,18.9,-18.15,-96.9,548.959,,,
1565,7,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
1566,1,6.3,6.05,-187.3,105.719,,,
1567,2,-6.3,6.05,-134.8,32.947,,,
1568,4,-6.3,42.35,-13.2,974.491,,,
1569,8,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
1570,1,6.3,6.05,-187.3,117.681,,,
1571,2,6.3,-6.05,-134.8,328.727,,,
1572,3,6.3,-18.15,-96.9,515.002,,,
1573,9,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
1574,1,6.3,6.05,-187.3,114.699,,,
1575,3,-6.3,-6.05,-96.9,413.099,,,
1576,4,6.3,-18.15,-13.2,779.984,,,
1577,10,56.0,1.0,1.0,-220.0,0.0,0.0,2.0
1578,1,6.3,6.05,-187.3,109.583,,,
1579,4,-31.5,18.15,-13.2,86.464,,,
1580,11,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1581,1,6.3,6.05,-187.3,11.377,,,
1582,2,6.3,6.05,-134.8,312.405,,,
1583,3,6.3,6.05,-96.9,486.098,,,
1584,4,6.3,42.35,-13.2,947.759,,,
1585,12,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1586,1,6.3,6.05,-187.3,112.971,,,
1587,2,6.3,6.05,-134.8,308.354,,,
1588,3,18.9,-6.05,-96.9,490.962,,,
1589,4,31.5,-6.05,-13.2,902.976,,,
1590,13,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1591,1,6.3,6.05,-187.3,110.522,,,
1592,2,6.3,-6.05,-134.8,30.618,,,
1593,3,6.3,-6.05,-96.9,459.809,,,
1594,4,6.3,-18.15,-13.2,781.063,,,
1595,14,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1596,1,6.3,6.05,-187.3,107.953,,,
1597,2,6.3,-6.05,-134.8,295.253,,,
1598,3,6.3,-6.05,-96.9,422.437,,,
1599,4,6.3,-6.05,-13.2,741.087,,,
1600,15,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1601,1,6.3,6.05,-187.3,112.896,,,
1602,2,-6.3,-6.05,-134.8,301.417,,,
1603,3,-6.3,-6.05,-96.9,45.652,,,
1604,4,-6.3,-18.15,-13.2,780.325,,,
1605,16,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1606,1,6.3,6.05,-187.3,119.424,,,
1607,2,6.3,6.05,-134.8,349.697,,,
1608,3,6.3,6.05,-96.9,471.301,,,
1609,4,31.5,-6.05,-13.2,855.907,,,
1610,17,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
1611,1,6.3,6.05,-187.3,115.944,,,
1612,3,-6.3,-6.05,-96.9,448.861,,,
1613,4,-18.9,-6.05,-13.2,797.447,,,
1614,18,56.0,1.0,1.0,-220.0,0.0,0.0,2.0
1615,1,6.3,6.05,-187.3,11.281,,,
1616,3,-6.3,-18.15,-96.9,586.059,,,
1617,19,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1618,1,6.3,6.05,-187.3,115.343,,,
1619,2,6.3,-6.05,-134.8,333.176,,,
1620,3,18.9,6.05,-96.9,516.373,,,
1621,4,31.5,6.05,-13.2,901.976,,,
1622,20,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1623,1,6.3,6.05,-187.3,112.653,,,
1624,2,-6.3,-6.05,-134.8,296.431,,,
1625,3,-6.3,-6.05,-96.9,48.183,,,
1626,4,-6.3,-18.15,-13.2,824.828,,,
1627,21,56.0,1.0,1.0,-220.0,0.0,0.0,5.0
1628,1,6.3,6.05,-187.3,105.724,,,
1629,2,6.3,-6.05,-134.8,328.707,,,
1630,3,18.9,-6.05,-96.9,541.356,,,
1631,4,56.7,-6.05,-13.2,102.381,,,
1632,4,44.1,-18.15,-13.2,9.96,,,
1633,22,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
1634,1,6.3,6.05,-187.3,115.672,,,
1635,2,6.3,-6.05,-134.8,330.946,,,
1636,3,31.5,-6.05,-96.9,578.856,,,
1637,23,56.0,1.0,1.0,-220.0,0.0,0.0,2.0
1638,1,6.3,6.05,-187.3,115.052,,,
1639,4,6.3,-6.05,-13.2,694.785,,,
1640,24,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1641,1,6.3,6.05,-187.3,10.852,,,
1642,2,6.3,6.05,-134.8,337.655,,,
1643,3,6.3,18.15,-96.9,490.801,,,
1644,4,18.9,6.05,-13.2,798.536,,,
1645,25,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1646,1,6.3,6.05,-187.3,109.085,,,
1647,2,-6.3,6.05,-134.8,33.093,,,
1648,3,-6.3,18.15,-96.9,514.577,,,
1649,4,-6.3,54.45,-13.2,977.307,,,
1650,26,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
1651,1,6.3,6.05,-187.3,106.406,,,
1652,2,6.3,-6.05,-134.8,34.167,,,
1653,3,18.9,-6.05,-96.9,517.963,,,
1654,27,56.0,1.0,1.0,-220.0,0.0,0.0,1.0
1655,1,6.3,6.05,-187.3,117.639,,,
1656,28,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1657,1,6.3,6.05,-187.3,114.163,,,
1658,2,-6.3,6.05,-134.8,318.002,,,
1659,3,-6.3,6.05,-96.9,464.762,,,
1660,4,-6.3,6.05,-13.2,751.038,,,
1661,29,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1662,1,6.3,6.05,-187.3,110.855,,,
1663,2,6.3,-6.05,-134.8,288.715,,,
1664,3,6.3,6.05,-96.9,441.224,,,
1665,4,6.3,18.15,-13.2,794.988,,,
1666,30,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
1667,1,6.3,6.05,-187.3,103.563,,,
1668,2,-6.3,-6.05,-134.8,31.244,,,
1669,3,-6.3,-6.05,-96.9,465.397,,,
1670,31,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1671,1,6.3,6.05,-187.3,118.256,,,
1672,2,-6.3,-6.05,-134.8,29.389,,,
1673,3,-6.3,6.05,-96.9,438.287,,,
1674,4,-6.3,-6.05,-13.2,724.831,,,
1675,32,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
1676,1,6.3,6.05,-187.3,118.434,,,
1677,2,6.3,6.05,-134.8,331.303,,,
1678,3,6.3,6.05,-96.9,481.162,,,
1679,33,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
1680,1,6.3,6.05,-187.3,116.178,,,
1681,3,6.3,-6.05,-96.9,443.482,,,
1682,4,18.9,-18.15,-13.2,825.342,,,
1683,34,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
1684,1,6.3,6.05,-187.3,112.321,,,
1685,2,6.3,18.15,-134.8,407.879,,,
1686,3,6.3,42.35,-96.9,646.618,,,
1687,35,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
1688,1,6.3,6.05,-187.3,115.221,,,
1689,2,-6.3,-6.05,-134.8,306.766,,,
1690,4,18.9,-6.05,-13.2,837.644,,,
1691,36,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1692,1,6.3,6.05,-187.3,112.183,,,
1693,2,6.3,6.05,-134.8,310.885,,,
1694,3,6.3,6.05,-96.9,441.153,,,
1695,4,-6.3,30.25,-13.2,846.732,,,
1696,37,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1697,1,6.3,6.05,-187.3,114.512,,,
1698,2,6.3,-6.05,-134.8,31.774,,,
1699,3,-6.3,-6.05,-96.9,461.726,,,
1700,4,-31.5,-30.25,-13.2,937.226,,,
1701,38,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
1702,1,6.3,6.05,-187.3,11.259,,,
1703,2,18.9,-6.05,-134.8,366.233,,,
1704,3,31.5,-6.05,-96.9,591.922,,,
1705,39,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1706,1,6.3,6.05,-187.3,113.232,,,
1707,2,18.9,6.05,-134.8,360.139,,,
1708,3,18.9,6.05,-96.9,523.442,,,
1709,4,31.5,18.15,-13.2,861.138,,,
1710,40,56.0,1.0,1.0,-220.0,0.0,0.0,5.0
1711,1,6.3,6.05,-187.3,105.181,,,
1712,2,-6.3,6.05,-134.8,303.428,,,
1713,3,6.3,6.05,-96.9,41.481,,,
1714,4,18.9,-30.25,-13.2,881.613,,,
1715,4,-6.3,18.15,-13.2,812.847,,,
1716,41,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1717,1,6.3,6.05,-187.3,118.693,,,
1718,2,6.3,6.05,-134.8,323.359,,,
1719,3,18.9,6.05,-96.9,564.213,,,
1720,4,44.1,-6.05,-13.2,944.023,,,
1721,42,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
1722,1,6.3,6.05,-187.3,115.058,,,
1723,2,-6.3,6.05,-134.8,365.341,,,
1724,3,-6.3,18.15,-96.9,552.063,,,
1725,43,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
1726,1,6.3,6.05,-187.3,11.723,,,
1727,3,-6.3,6.05,-96.9,457.071,,,
1728,4,-18.9,-6.05,-13.2,807.256,,,
1729,44,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1730,1,6.3,6.05,-187.3,108.576,,,
1731,2,6.3,18.15,-134.8,366.665,,,
1732,3,-6.3,18.15,-96.9,524.733,,,
1733,4,-18.9,18.15,-13.2,84.174,,,
1734,45,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
1735,1,6.3,6.05,-187.3,117.856,,,
1736,2,-6.3,6.05,-134.8,308.854,,,
1737,4,-6.3,-18.15,-13.2,801.661,,,
1738,46,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
1739,1,6.3,6.05,-187.3,111.585,,,
1740,2,6.3,-6.05,-134.8,294.256,,,
1741,3,-6.3,-6.05,-96.9,447.247,,,
1742,47,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1743,1,6.3,6.05,-187.3,118.024,,,
1744,2,6.3,-6.05,-134.8,298.891,,,
1745,3,-6.3,-6.05,-96.9,447.609,,,
1746,4,-18.9,-6.05,-13.2,805.294,,,
1747,48,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
1748,1,6.3,6.05,-187.3,10.954,,,
1749,3,6.3,6.05,-96.9,461.096,,,
1750,4,-6.3,30.25,-13.2,864.163,,,
1751,49,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1752,1,6.3,6.05,-187.3,115.761,,,
1753,2,-6.3,6.05,-134.8,300.675,,,
1754,3,-6.3,6.05,-96.9,44.885,,,
1755,4,6.3,18.15,-13.2,778.275,,,
1756,50,56.0,1.0,1.0,-220.0,0.0,0.0,2.0
1757,1,6.3,6.05,-187.3,119.101,,,
1758,4,-6.3,-30.25,-13.2,852.186,,,
1759,51,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1760,1,6.3,6.05,-187.3,117.324,,,
1761,2,6.3,6.05,-134.8,321.261,,,
1762,3,6.3,6.05,-96.9,488.498,,,
1763,4,-6.3,30.25,-13.2,869.483,,,
1764,52,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
1765,1,6.3,6.05,-187.3,112.864,,,
1766,2,-6.3,-6.05,-134.8,308.827,,,
1767,3,-6.3,6.05,-96.9,456.288,,,
1768,53,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1769,1,6.3,6.05,-187.3,108.764,,,
1770,2,6.3,6.05,-134.8,329.141,,,
1771,3,6.3,18.15,-96.9,500.657,,,
1772,4,-6.3,30.25,-13.2,874.658,,,
1773,54,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
1774,1,6.3,6.05,-187.3,10.353,,,
1775,2,6.3,-6.05,-134.8,306.584,,,
1776,3,6.3,-6.05,-96.9,46.332,,,
1777,55,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
1778,1,6.3,6.05,-187.3,102.282,,,
1779,2,6.3,-18.15,-134.8,369.083,,,
1780,3,6.3,-42.35,-96.9,638.569,,,
1781,56,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1782,1,6.3,6.05,-187.3,112.562,,,
1783,2,6.3,-6.05,-134.8,293.262,,,
1784,3,6.3,6.05,-96.9,44.553,,,
1785,4,18.9,18.15,-13.2,868.421,,,
1786,57,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1787,1,6.3,6.05,-187.3,121.562,,,
1788,2,-6.3,6.05,-134.8,328.531,,,
1789,3,-6.3,18.15,-96.9,483.357,,,
1790,4,-18.9,18.15,-13.2,818.937,,,
1791,58,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1792,1,6.3,6.05,-187.3,109.783,,,
1793,2,6.3,6.05,-134.8,323.201,,,
1794,3,6.3,6.05,-96.9,454.458,,,
1795,4,18.9,6.05,-13.2,785.559,,,
1796,59,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1797,1,6.3,6.05,-187.3,106.781,,,
1798,2,6.3,-6.05,-134.8,344.427,,,
1799,3,18.9,-6.05,-96.9,510.257,,,
1800,4,69.3,18.15,-13.2,11.173,,,
1801,60,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
1802,1,6.3,6.05,-187.3,11.536,,,
1803,2,6.3,-6.05,-134.8,310.108,,,
1804,4,-6.3,42.35,-13.2,929.668,,,
1805,61,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1806,1,6.3,6.05,-187.3,107.571,,,
1807,2,6.3,6.05,-134.8,306.172,,,
1808,3,6.3,6.05,-96.9,461.666,,,
1809,4,6.3,18.15,-13.2,809.476,,,
1810,62,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1811,1,6.3,6.05,-187.3,112.698,,,
1812,2,6.3,6.05,-134.8,311.924,,,
1813,3,6.3,6.05,-96.9,459.412,,,
1814,4,44.1,18.15,-13.2,957.147,,,
1815,63,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
1816,1,6.3,6.05,-187.3,112.658,,,
1817,2,-6.3,6.05,-134.8,308.759,,,
1818,3,-6.3,6.05,-96.9,438.119,,,
1819,64,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
1820,1,6.3,6.05,-187.3,108.671,,,
1821,2,-6.3,6.05,-134.8,352.355,,,
1822,4,-6.3,54.45,-13.2,998.229,,,
1823,65,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1824,1,6.3,6.05,-187.3,104.261,,,
1825,2,6.3,6.05,-134.8,296.165,,,
1826,3,-6.3,-6.05,-96.9,426.444,,,
1827,4,-6.3,-30.25,-13.2,853.954,,,
1828,66,56.0,1.0,1.0,-220.0,0.0,0.0,2.0
1829,1,6.3,6.05,-187.3,109.973,,,
1830,4,-6.3,-30.25,-13.2,871.569,,,
1831,67,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
1832,1,6.3,6.05,-187.3,115.264,,,
1833,2,6.3,6.05,-134.8,320.349,,,
1834,3,18.9,6.05,-96.9,504.051,,,
1835,68,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1836,1,6.3,6.05,-187.3,10.818,,,
1837,2,6.3,6.05,-134.8,297.178,,,
1838,3,6.3,6.05,-96.9,425.239,,,
1839,3,6.3,-6.05,-96.9,470.833,,,
1840,69,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1841,1,6.3,6.05,-187.3,111.814,,,
1842,2,6.3,6.05,-134.8,319.329,,,
1843,3,6.3,6.05,-96.9,49.037,,,
1844,4,31.5,30.25,-13.2,945.386,,,
1845,70,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1846,1,6.3,6.05,-187.3,106.814,,,
1847,2,6.3,-6.05,-134.8,298.513,,,
1848,3,6.3,-6.05,-96.9,460.308,,,
1849,4,6.3,30.25,-13.2,854.828,,,
1850,71,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1851,1,6.3,6.05,-187.3,110.093,,,
1852,2,-6.3,6.05,-134.8,301.797,,,
1853,3,-6.3,6.05,-96.9,425.582,,,
1854,4,-18.9,-6.05,-13.2,803.153,,,
1855,72,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1856,1,6.3,6.05,-187.3,111.902,,,
1857,2,6.3,6.05,-134.8,350.957,,,
1858,3,6.3,18.15,-96.9,542.762,,,
1859,4,18.9,54.45,-13.2,107.064,,,
1860,73,56.0,1.0,1.0,-220.0,0.0,0.0,1.0
1861,1,6.3,6.05,-187.3,112.602,,,
1862,74,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1863,1,6.3,6.05,-187.3,110.275,,,
1864,2,6.3,-6.05,-134.8,293.244,,,
1865,3,6.3,-6.05,-96.9,437.788,,,
1866,4,31.5,-42.35,-13.2,103.523,,,
1867,75,56.0,1.0,1.0,-220.0,0.0,0.0,2.0
1868,1,6.3,6.05,-187.3,114.584,,,
1869,3,6.3,6.05,-96.9,421.079,,,
1870,76,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
1871,1,6.3,6.05,-187.3,109.098,,,
1872,2,-6.3,-6.05,-134.8,291.973,,,
1873,3,-6.3,-6.05,-96.9,445.111,,,
1874,77,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
1875,1,6.3,6.05,-187.3,115.012,,,
1876,3,-6.3,-6.05,-96.9,423.849,,,
1877,4,6.3,-18.15,-13.2,807.996,,,
1878,78,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1879,1,6.3,6.05,-187.3,111.274,,,
1880,2,-6.3,-6.05,-134.8,326.009,,,
1881,3,-6.3,-6.05,-96.9,465.951,,,
1882,4,18.9,-6.05,-13.2,84.176,,,
1883,79,56.0,1.0,1.0,-220.0,0.0,0.0,2.0
1884,1,6.3,6.05,-187.3,111.069,,,
1885,2,18.9,6.05,-134.8,412.263,,,
1886,80,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1887,1,6.3,6.05,-187.3,108.301,,,
1888,2,6.3,-6.05,-134.8,302.562,,,
1889,3,18.9,-18.15,-96.9,585.527,,,
1890,4,44.1,-42.35,-13.2,105.423,,,
1891,81,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1892,1,6.3,6.05,-187.3,116.408,,,
1893,2,6.3,6.05,-134.8,296.868,,,
1894,3,-6.3,-6.05,-96.9,4.18,,,
1895,4,6.3,-18.15,-13.2,790.328,,,
1896,82,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1897,1,6.3,6.05,-187.3,111.886,,,
1898,2,6.3,6.05,-134.8,323.966,,,
1899,3,6.3,6.05,-96.9,4.493,,,
1900,4,6.3,6.05,-13.2,735.063,,,
1901,83,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
1902,1,6.3,6.05,-187.3,107.681,,,
1903,2,6.3,-6.05,-134.8,302.676,,,
1904,4,6.3,-30.25,-13.2,867.969,,,
1905,84,56.0,1.0,1.0,-220.0,0.0,0.0,2.0
1906,1,6.3,6.05,-187.3,108.792,,,
1907,2,-6.3,-6.05,-134.8,289.342,,,
1908,85,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
1909,1,6.3,6.05,-187.3,110.886,,,
1910,3,-6.3,-6.05,-96.9,444.733,,,
1911,4,-56.7,-6.05,-13.2,105.462,,,
1912,86,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1913,1,6.3,6.05,-187.3,110.214,,,
1914,2,-6.3,6.05,-134.8,317.847,,,
1915,3,-6.3,6.05,-96.9,480.101,,,
1916,4,-6.3,-6.05,-13.2,769.792,,,
1917,87,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1918,1,6.3,6.05,-187.3,117.501,,,
1919,2,-6.3,-6.05,-134.8,308.474,,,
1920,3,-6.3,-6.05,-96.9,473.227,,,
1921,4,-31.5,-42.35,-13.2,98.459,,,
1922,88,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1923,1,6.3,6.05,-187.3,113.788,,,
1924,2,6.3,-6.05,-134.8,299.826,,,
1925,3,6.3,-6.05,-96.9,466.702,,,
1926,4,6.3,-18.15,-13.2,824.439,,,
1927,89,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1928,1,6.3,6.05,-187.3,117.038,,,
1929,2,-6.3,6.05,-134.8,316.473,,,
1930,3,-6.3,6.05,-96.9,47.273,,,
1931,4,-6.3,18.15,-13.2,779.487,,,
1932,90,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
1933,1,6.3,6.05,-187.3,117.289,,,
1934,2,-6.3,6.05,-134.8,332.718,,,
1935,3,-18.9,6.05,-96.9,497.772,,,
1936,91,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1937,1,6.3,6.05,-187.3,104.546,,,
1938,2,6.3,-6.05,-134.8,300.612,,,
1939,3,6.3,-6.05,-96.9,466.937,,,
1940,4,31.5,-18.15,-13.2,876.862,,,
1941,92,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
1942,1,6.3,6.05,-187.3,111.523,,,
1943,2,-6.3,6.05,-134.8,312.681,,,
1944,3,-6.3,6.05,-96.9,451.028,,,
1945,93,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1946,1,6.3,6.05,-187.3,110.106,,,
1947,2,-6.3,6.05,-134.8,324.972,,,
1948,3,-6.3,6.05,-96.9,448.843,,,
1949,4,18.9,6.05,-13.2,78.975,,,
1950,94,56.0,1.0,1.0,-220.0,0.0,0.0,3.0
1951,1,6.3,6.05,-187.3,110.155,,,
1952,2,-6.3,-6.05,-134.8,295.681,,,
1953,4,-18.9,-6.05,-13.2,823.027,,,
1954,95,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1955,1,6.3,6.05,-187.3,107.079,,,
1956,2,6.3,6.05,-134.8,319.063,,,
1957,3,6.3,6.05,-96.9,43.153,,,
1958,4,-31.5,18.15,-13.2,904.115,,,
1959,96,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1960,1,6.3,6.05,-187.3,110.326,,,
1961,2,-6.3,-6.05,-134.8,317.372,,,
1962,3,-18.9,-6.05,-96.9,511.855,,,
1963,4,-31.5,-42.35,-13.2,101.686,,,
1964,97,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1965,1,6.3,6.05,-187.3,114.486,,,
1966,2,6.3,6.05,-134.8,32.887,,,
1967,3,18.9,6.05,-96.9,494.513,,,
1968,4,18.9,-6.05,-13.2,816.863,,,
1969,98,56.0,1.0,1.0,-220.0,0.0,0.0,2.0
1970,1,6.3,6.05,-187.3,107.492,,,
1971,3,-6.3,-18.15,-96.9,545.136,,,
1972,99,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1973,1,6.3,6.05,-187.3,113.602,,,
1974,2,6.3,-6.05,-134.8,334.737,,,
1975,3,18.9,-6.05,-96.9,518.302,,,
1976,4,44.1,-6.05,-13.2,951.971,,,
1977,100,56.0,1.0,1.0,-220.0,0.0,0.0,4.0
1978,1,6.3,6.05,-187.3,117.503,,,
1979,2,6.3,6.05,-134.8,341.553,,,
1980,3,6.3,18.15,-96.9,499.312,,,
1981,4,44.1,-6.05,-13.2,998.072,,,
